DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STWPF_SYSTEM_WIDE,WGRPP_SYSTEM_WIDE,GEN_PANHANDLE,COP_HSL_PANHANDLE,STWPF_PANHANDLE,WGRPP_PANHANDLE,GEN_COASTAL,COP_HSL_COASTAL,STWPF_COASTAL,WGRPP_COASTAL,GEN_SOUTH,COP_HSL_SOUTH,STWPF_SOUTH,WGRPP_SOUTH,GEN_WEST,COP_HSL_WEST,STWPF_WEST,WGRPP_WEST,GEN_NORTH,COP_HSL_NORTH,STWPF_NORTH,WGRPP_NORTH,SYSTEM_WIDE_HSL,DSTFlag
04/10/2026,1,21570.74,22638.2,20923.0,19841.0,2536.15,3614.6,3867.5,3721.7,1698.04,1292.8,1719.5,1544.8,1313.45,1529.6,1303.6,1187.0,13914.84,14183.9,12236.8,11675.9,2108.26,2017.3,1795.6,1711.6,20641.95,N
04/10/2026,2,21523.05,22425.5,20222.7,19141.6,2906.91,3670.2,3966.7,3819.0,1873.66,1321.1,1897.1,1721.7,855.19,1354.8,835.6,724.3,13911.99,14088.7,11846.3,11283.2,1975.3,1990.7,1677.0,1593.4,20018.91,N
04/10/2026,3,20601.88,21530.6,19378.7,18287.5,2807.41,3667.0,3870.5,3718.8,1149.87,1258.1,1259.7,1084.2,794.18,1119.6,696.0,592.5,13959.78,13533.7,12009.6,11434.5,1890.64,1952.2,1542.9,1457.5,19183.21,N
04/10/2026,4,20372.14,20297.1,18713.5,17631.1,2912.56,3641.7,3829.0,3677.7,517.98,1146.8,586.1,424.8,1218.79,745.5,1040.0,926.7,13912.71,12994.5,11814.1,11240.9,1810.1,1768.6,1444.3,1361.0,18560.85,N
04/10/2026,5,20200.47,19508.5,18343.7,17261.8,2998.38,3587.2,3621.9,3465.5,277.53,790.4,322.6,190.1,1524.05,739.2,1307.4,1194.3,13724.46,12834.0,11600.4,11006.9,1676.05,1557.7,1491.4,1405.0,18150.7,N
04/10/2026,6,19844.19,18470.0,17316.4,16246.9,3133.82,3440.3,3503.7,3342.8,266.51,608.2,236.9,141.8,1235.19,766.7,1059.6,943.6,13718.76,12192.1,11261.5,10652.7,1489.91,1462.7,1254.7,1166.0,17236.14,N
04/10/2026,7,18249.1,17427.6,16064.5,15017.5,2949.4,3117.6,3208.4,3057.1,504.44,423.4,504.7,365.3,472.04,826.9,500.3,420.6,12965.74,11696.0,10723.0,10131.3,1357.48,1363.7,1128.1,1043.2,15982.67,N
04/10/2026,8,16151.12,15790.1,14203.4,13191.4,2628.11,2716.2,2937.4,2790.4,891.89,417.9,868.5,705.2,341.28,735.2,359.4,299.4,11073.68,10779.6,9025.1,8463.7,1216.16,1141.2,1013.0,932.7,14831.51,N
04/10/2026,9,12819.73,13973.9,13688.9,12685.4,1790.27,2206.4,2085.7,1950.6,550.84,538.4,596.0,486.1,282.35,489.5,313.2,251.4,9345.75,9834.0,9795.6,9185.7,850.52,905.6,898.4,811.6,13875.5,N
04/10/2026,10,12473.57,13265.0,12717.4,12717.4,1372.87,2059.8,1593.2,1593.2,411.66,665.8,289.3,289.3,256.68,417.6,212.0,212.0,9712.87,9343.4,9964.5,9964.5,719.49,778.4,658.4,658.4,13542.76,N
04/10/2026,11,11552.2,12872.0,12603.8,12603.8,873.57,1535.4,1291.7,1291.7,575.0,693.6,477.2,477.2,271.58,595.4,248.2,248.2,9177.75,9301.0,9942.2,9942.2,654.3,746.6,644.5,644.5,13653.6,N
04/10/2026,12,10183.03,11397.9,10830.7,10830.7,748.55,1176.3,1058.1,1058.1,635.29,557.7,554.4,554.4,368.32,457.7,294.7,294.7,7880.18,8632.3,8410.2,8410.2,550.69,573.9,513.3,513.3,11880.79,N
04/10/2026,13,10126.33,10424.0,10359.2,10359.2,997.07,1133.8,1135.1,1135.1,853.18,760.3,680.4,680.4,502.97,401.7,373.7,373.7,7252.68,7681.5,7678.7,7678.7,520.43,446.7,491.3,491.3,11334.36,N
04/10/2026,14,10216.93,10217.8,11419.0,11419.0,948.85,1431.5,1883.4,1883.4,1132.32,996.5,998.3,998.3,567.52,489.6,487.6,487.6,7132.97,6873.8,7639.6,7639.6,435.27,426.4,410.1,410.1,12266.61,N
04/10/2026,15,10824.63,11400.4,12328.4,12328.4,1018.71,1727.5,2150.0,2150.0,1418.78,1378.6,1294.6,1294.6,668.23,575.3,564.3,564.3,7262.01,7199.1,7911.0,7911.0,456.9,519.9,408.5,408.5,13181.92,N
04/10/2026,16,12110.07,13000.4,13798.1,13798.1,1206.28,2281.1,2440.9,2440.9,1592.38,1562.6,1474.3,1474.3,1021.98,689.6,848.2,848.2,7762.87,7934.0,8557.2,8557.2,526.56,533.1,477.5,477.5,14660.79,N
04/10/2026,17,13578.12,14765.9,15730.5,15730.5,1451.15,2653.5,2928.2,2928.2,1774.32,1758.1,1648.7,1648.7,1363.64,1023.9,1235.6,1235.6,8416.19,8696.8,9380.9,9380.9,572.82,633.6,537.1,537.1,16581.62,N
04/10/2026,18,15063.18,16448.8,17490.6,17490.6,1619.77,2762.6,3305.9,3305.9,1826.09,1790.5,1688.1,1688.1,1353.46,1316.0,1273.8,1273.8,9599.59,9887.9,10592.5,10592.5,664.27,691.8,630.3,630.3,18523.91,N
04/10/2026,19,17099.86,18254.7,20376.9,20376.9,1578.41,2999.6,3340.1,3340.1,1819.0,1743.3,1696.8,1696.8,1636.09,1672.3,1529.7,1529.7,11077.39,10960.3,12831.8,12831.8,988.97,879.2,978.5,978.5,21258.91,N
04/10/2026,20,18035.63,18817.7,20650.3,20650.3,1654.82,3132.8,2841.5,2841.5,1412.84,1468.5,1331.6,1331.6,1579.02,1770.6,1475.7,1475.7,12332.21,11429.3,13985.9,13985.9,1056.74,1016.5,1015.6,1015.6,21713.29,N
04/10/2026,21,19082.25,20647.6,19590.1,19590.1,2400.18,3023.9,2556.3,2556.3,1085.28,1369.4,927.4,927.4,1719.11,1945.6,1570.6,1570.6,12481.16,12908.8,13180.6,13180.6,1396.52,1399.9,1355.2,1355.2,20571.31,N
04/10/2026,22,20155.89,21110.2,19906.9,19906.9,2339.86,2663.1,2484.4,2484.4,1201.86,1126.1,1024.2,1024.2,2059.43,1853.6,1938.6,1938.6,12592.24,13889.2,12616.9,12616.9,1962.5,1578.2,1842.8,1842.8,20760.22,N
04/10/2026,23,20451.55,21037.8,20157.9,20157.9,2451.35,2640.2,2461.2,2461.2,1506.34,1058.7,1323.6,1323.6,2051.82,1888.6,1962.1,1962.1,12469.59,13648.4,12412.9,12412.9,1972.45,1801.9,1998.1,1998.1,21191.0,N
04/10/2026,24,20397.05,20395.1,20025.2,20025.2,2742.17,2629.7,2758.8,2758.8,1474.47,1161.1,1322.5,1322.5,1884.0,1941.4,1784.0,1784.0,12497.76,12747.9,12405.9,12405.9,1798.65,1915.0,1754.0,1754.0,21010.51,N
04/11/2026,1,,19929.5,19321.7,19321.7,,2555.8,2469.1,2469.1,,1295.6,1259.8,1259.8,,1849.5,1811.4,1811.4,,12299.0,12227.0,12227.0,,1929.6,1554.4,1554.4,,N
04/11/2026,2,,19360.4,19413.1,19413.1,,2737.0,2480.8,2480.8,,1153.4,1134.7,1134.7,,1642.1,1734.4,1734.4,,12083.3,12469.0,12469.0,,1744.6,1594.2,1594.2,,N
04/11/2026,3,,17952.9,18544.6,18544.6,,2437.1,2487.1,2487.1,,937.3,937.3,937.3,,1543.4,1554.8,1554.8,,11502.6,12019.9,12019.9,,1532.5,1545.5,1545.5,,N
04/11/2026,4,,17023.5,17603.7,17603.7,,2458.9,2506.2,2506.2,,796.7,796.7,796.7,,1398.6,1404.5,1404.5,,10878.8,11392.4,11392.4,,1490.5,1503.9,1503.9,,N
04/11/2026,5,,16140.5,16688.8,16688.8,,2445.8,2490.2,2490.2,,726.1,726.1,726.1,,1297.9,1301.8,1301.8,,10250.9,10736.6,10736.6,,1419.8,1434.1,1434.1,,N
04/11/2026,6,,15444.5,15973.5,15973.5,,2352.8,2398.4,2398.4,,674.6,674.6,674.6,,1268.0,1273.3,1273.3,,9821.0,10284.7,10284.7,,1328.1,1342.5,1342.5,,N
04/11/2026,7,,14906.9,15376.7,15376.7,,2207.4,2253.6,2253.6,,669.6,669.6,669.6,,1272.4,1281.6,1281.6,,9542.8,9943.6,9943.6,,1214.7,1228.3,1228.3,,N
04/11/2026,8,,14194.1,14645.8,14645.8,,1981.9,2027.9,2027.9,,775.4,775.4,775.4,,1283.2,1294.6,1294.6,,9072.6,9455.7,9455.7,,1081.0,1092.2,1092.2,,N
04/11/2026,9,,14146.6,14602.8,14602.8,,1814.8,1860.9,1860.9,,926.4,926.4,926.4,,1329.1,1339.8,1339.8,,9036.2,9424.2,9424.2,,1040.1,1051.5,1051.5,,N
04/11/2026,10,,15449.1,15965.1,15965.1,,1931.1,2027.2,2027.2,,1299.9,1299.9,1299.9,,1438.7,1453.2,1453.2,,9730.1,10121.5,10121.5,,1049.3,1063.3,1063.3,,N
04/11/2026,11,,16841.7,17315.4,17315.4,,2159.3,2252.5,2252.5,,1805.1,1805.1,1805.1,,1557.7,1578.6,1578.6,,10291.8,10636.8,10636.8,,1027.8,1042.4,1042.4,,N
04/11/2026,12,,17429.7,17855.3,17855.3,,2323.8,2403.4,2403.4,,2156.0,2156.0,2156.0,,1620.1,1644.8,1644.8,,10319.3,10626.3,10626.3,,1010.5,1024.8,1024.8,,N
04/11/2026,13,,17972.7,18412.4,18412.4,,2544.9,2633.0,2633.0,,2509.9,2520.0,2520.0,,1679.7,1706.0,1706.0,,10217.1,10516.6,10516.6,,1021.1,1036.8,1036.8,,N
04/11/2026,14,,18898.7,19368.9,19368.9,,2790.7,2875.8,2875.8,,2871.0,2897.9,2897.9,,1793.2,1824.5,1824.5,,10379.7,10690.9,10690.9,,1064.1,1079.8,1079.8,,N
04/11/2026,15,,20160.0,20646.7,20646.7,,2987.1,3037.1,3037.1,,3112.7,3184.4,3184.4,,2043.8,2082.0,2082.0,,10835.9,11145.5,11145.5,,1180.5,1197.7,1197.7,,N
04/11/2026,16,,21122.4,21682.8,21682.8,,3068.0,3118.0,3118.0,,3288.0,3382.5,3382.5,,2333.2,2379.9,2379.9,,11076.6,11425.2,11425.2,,1356.6,1377.2,1377.2,,N
04/11/2026,17,,21378.1,21937.6,21937.6,,2988.9,3038.9,3038.9,,3385.4,3496.2,3496.2,,2516.8,2568.2,2568.2,,10977.7,11304.1,11304.1,,1509.3,1530.2,1530.2,,N
04/11/2026,18,,21399.0,21941.8,21941.8,,2933.5,2983.5,2983.5,,3393.6,3512.7,3512.7,,2697.7,2750.5,2750.5,,10740.7,11037.3,11037.3,,1633.5,1657.8,1657.8,,N
04/11/2026,19,,21049.6,21545.0,21545.0,,2845.0,2895.0,2895.0,,3285.7,3407.4,3407.4,,2843.4,2895.3,2895.3,,10340.4,10586.0,10586.0,,1735.1,1761.3,1761.3,,N
04/11/2026,20,,20227.6,20692.4,20692.4,,2709.4,2759.4,2759.4,,3029.5,3144.2,3144.2,,2884.7,2934.5,2934.5,,9803.7,10027.3,10027.3,,1800.3,1827.0,1827.0,,N
04/11/2026,21,,19817.1,20261.8,20261.8,,2593.6,2643.6,2643.6,,2743.0,2846.0,2846.0,,2883.8,2930.2,2930.2,,9685.4,9899.5,9899.5,,1911.3,1942.5,1942.5,,N
04/11/2026,22,,20009.6,20408.7,20408.7,,2517.9,2562.1,2562.1,,2548.6,2644.1,2644.1,,2888.5,2931.8,2931.8,,10001.4,10183.5,10183.5,,2053.2,2087.2,2087.2,,N
04/11/2026,23,,20283.3,20650.9,20650.9,,2504.3,2553.7,2553.7,,2436.4,2529.0,2529.0,,2868.2,2908.8,2908.8,,10330.9,10481.0,10481.0,,2143.5,2178.4,2178.4,,N
04/11/2026,24,,20182.5,20541.4,20541.4,,2432.1,2479.2,2479.2,,2452.4,2545.3,2545.3,,2842.2,2882.8,2882.8,,10227.9,10370.1,10370.1,,2227.9,2264.0,2264.0,,N
