DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STWPF_SYSTEM_WIDE,WGRPP_SYSTEM_WIDE,GEN_PANHANDLE,COP_HSL_PANHANDLE,STWPF_PANHANDLE,WGRPP_PANHANDLE,GEN_COASTAL,COP_HSL_COASTAL,STWPF_COASTAL,WGRPP_COASTAL,GEN_SOUTH,COP_HSL_SOUTH,STWPF_SOUTH,WGRPP_SOUTH,GEN_WEST,COP_HSL_WEST,STWPF_WEST,WGRPP_WEST,GEN_NORTH,COP_HSL_NORTH,STWPF_NORTH,WGRPP_NORTH,SYSTEM_WIDE_HSL,DSTFlag
05/04/2026,1,25559.11,26488.0,28545.0,27472.3,3025.0,3844.5,4067.9,3936.3,1681.08,1332.4,1680.5,1526.5,2626.69,2518.5,2653.1,2536.4,15559.81,16232.2,17483.1,16899.1,2666.53,2560.4,2660.4,2574.0,28516.43,N
05/04/2026,2,25528.22,26839.8,28217.9,27141.8,3167.61,3918.4,4076.7,3944.5,1647.81,1452.4,1681.7,1527.0,2420.09,2590.6,2468.3,2351.5,15648.66,16301.2,17323.2,16736.8,2644.05,2577.2,2668.0,2582.0,28310.41,N
05/04/2026,3,24745.51,26786.3,27384.8,26315.6,3169.41,3875.6,4089.1,3958.0,1248.02,1698.1,1280.5,1127.1,2339.41,2432.8,2317.4,2201.1,15369.73,16211.9,17068.9,16486.6,2618.94,2567.9,2628.9,2542.8,27489.44,N
05/04/2026,4,24852.23,26207.8,27076.2,26007.8,3186.33,3835.1,4079.6,3948.9,1254.79,1576.0,1307.4,1153.7,2433.72,2212.7,2462.3,2346.1,15378.73,16036.8,16629.0,16046.8,2598.66,2547.2,2597.9,2512.3,27083.67,N
05/04/2026,5,24698.08,25585.8,26595.4,25520.2,3351.7,3783.0,3942.6,3811.4,1197.83,1185.0,1248.1,1094.3,2314.28,2159.7,2326.0,2209.9,15235.88,15941.0,16491.5,15903.1,2598.39,2517.1,2587.2,2501.5,26599.73,N
05/04/2026,6,24761.84,25097.3,25811.0,24726.7,3392.35,3726.4,3752.8,3621.4,1294.14,1197.5,1303.7,1148.6,2212.81,2141.6,2190.1,2073.4,15265.63,15538.5,15956.6,15361.9,2596.91,2493.3,2607.8,2521.4,25934.28,N
05/04/2026,7,24600.56,24410.8,25873.6,24791.0,3188.52,3545.7,3590.8,3458.6,1433.14,1054.3,1442.6,1287.7,2156.13,2065.9,2171.8,2054.3,15321.15,15253.1,16102.6,15511.0,2501.62,2491.8,2565.8,2479.4,26013.94,N
05/04/2026,8,23312.93,23692.7,25597.4,24509.4,2647.95,3361.5,3370.9,3237.1,1465.26,1240.9,1516.9,1360.0,2017.68,1810.9,2062.2,1947.9,14666.23,14798.6,16094.0,15498.6,2515.81,2480.8,2553.4,2465.8,25718.0,N
05/04/2026,9,19577.84,23286.1,22937.9,21799.0,1485.21,3191.5,2913.4,2772.2,1280.0,1369.0,1263.3,1097.8,1674.42,1791.3,1716.2,1596.8,12650.68,14487.0,14563.4,13942.9,2487.53,2447.3,2481.6,2389.3,23170.44,N
05/04/2026,10,19965.78,23230.6,23543.0,22407.6,1388.11,2951.4,2819.7,2679.6,2159.35,1654.2,2241.8,2076.6,1854.85,1800.2,2040.1,1920.9,12109.89,14356.2,13871.6,13252.8,2453.58,2468.6,2569.8,2477.7,23473.16,N
05/04/2026,11,19471.55,21996.2,23842.9,22711.9,1345.58,2695.9,2743.3,2603.1,2306.13,1852.0,2614.4,2450.2,2063.31,1866.3,2422.1,2303.5,11403.87,13154.1,13509.4,12893.2,2352.66,2427.9,2553.7,2461.9,23779.05,N
05/04/2026,12,17901.77,21835.7,20852.3,19714.3,1324.45,2692.9,2533.9,2392.8,2071.94,2384.5,2186.0,2020.9,1878.41,2117.2,1923.0,1803.2,10168.87,12229.3,11724.8,11105.0,2458.1,2411.8,2484.6,2392.4,20967.7,N
05/04/2026,13,16719.9,20976.3,19144.6,18016.4,1640.77,2640.3,2655.3,2516.7,1971.29,2502.7,2042.1,1877.8,1586.63,1974.1,1617.7,1498.8,9246.8,11526.1,10548.1,9933.0,2274.41,2333.1,2281.4,2190.1,19215.1,N
05/04/2026,14,16140.99,19554.1,17572.9,16464.9,1668.32,2606.5,2232.2,2096.1,2010.55,2408.5,2052.9,1890.6,1414.15,1754.8,1436.2,1318.7,8842.39,10529.3,9648.4,9046.5,2205.58,2255.0,2203.2,2113.0,17575.19,N
05/04/2026,15,16248.47,19135.8,17796.7,16682.1,1647.3,2751.0,2208.9,2073.2,2062.42,2564.3,2136.9,1973.7,1416.02,1558.9,1417.4,1300.1,8970.48,10057.5,9864.6,9257.1,2152.25,2204.1,2168.9,2078.0,17630.08,N
05/04/2026,16,16982.65,19688.5,19332.2,18204.0,1646.68,2570.8,2769.4,2630.7,2079.85,2691.2,2142.5,1977.4,1552.8,1591.6,1557.2,1438.2,9450.87,10572.7,10579.4,9966.0,2252.45,2262.2,2283.7,2191.7,19132.04,N
05/04/2026,17,19203.25,21138.9,21860.9,20717.3,1632.72,2814.7,3093.8,2952.8,2473.53,2741.7,2583.3,2416.4,1684.42,1701.1,1680.0,1559.3,11115.98,11613.5,12158.6,11536.6,2296.6,2267.9,2345.2,2252.2,21620.09,N
05/04/2026,18,21117.36,22935.1,24262.7,23142.1,1724.65,3134.6,3119.3,2981.9,2713.49,2897.4,2904.8,2741.8,1841.63,1974.5,1818.8,1701.0,12485.73,12535.5,13987.0,13375.7,2351.86,2393.1,2432.8,2341.7,24193.46,N
05/04/2026,19,23094.47,24172.0,25543.5,24455.4,2381.76,3297.1,3455.3,3321.3,2800.42,3009.1,3024.0,2866.6,2075.72,2105.5,2070.1,1956.6,13428.16,13341.8,14578.7,13983.4,2408.41,2418.5,2415.4,2327.5,25657.58,N
05/04/2026,20,24467.77,24802.2,25972.0,24889.0,3002.44,3124.3,3416.9,3283.4,2776.44,2941.8,3077.6,2921.4,2268.31,2309.0,2329.5,2216.5,13974.96,13956.0,14681.6,14088.6,2445.62,2471.1,2466.4,2379.1,25949.39,N
05/04/2026,21,25036.68,26178.5,25898.9,24815.3,3259.3,3345.7,3540.3,3407.3,2547.64,2794.5,2694.5,2537.8,2239.6,2578.3,2299.6,2186.3,14394.37,14929.1,14783.8,14190.4,2595.77,2530.9,2580.7,2493.5,25768.1,N
05/04/2026,22,25315.34,27311.4,26403.8,25326.1,3420.23,3588.8,3711.0,3578.4,2248.5,2827.3,2340.8,2185.2,2365.2,2728.4,2317.5,2204.6,14590.24,15553.1,15335.7,14746.0,2691.17,2613.8,2698.8,2611.9,26315.95,N
05/04/2026,23,25836.09,27836.3,26982.0,25912.7,3567.0,3790.3,3888.3,3756.7,2176.85,2693.8,2198.0,2043.5,2678.9,2679.4,2675.5,2563.6,14706.39,15998.9,15504.9,14919.8,2706.95,2673.9,2715.3,2629.1,26916.35,N
05/04/2026,24,26028.02,27940.9,27807.0,26733.4,3689.7,3892.6,4063.9,3932.1,2221.91,2539.1,2292.6,2137.4,2648.06,2658.4,2679.6,2567.2,14817.9,16172.0,16115.8,15528.1,2650.45,2678.8,2655.1,2568.6,27685.38,N
05/05/2026,1,,27877.0,27978.5,26900.8,,3923.8,4083.4,3951.0,,2499.9,2216.4,2060.7,,2685.6,2534.9,2422.3,,16088.2,16493.1,15902.9,,2679.5,2650.7,2563.9,,N
05/05/2026,2,,27756.1,28076.0,27000.1,,3940.6,3993.8,3861.3,,2480.2,2310.0,2154.5,,2639.5,2524.5,2412.2,,16052.6,16606.9,16018.4,,2643.2,2640.8,2553.7,,N
05/05/2026,3,,26921.4,27602.8,26528.3,,3842.7,3892.7,3760.3,,2337.5,2337.5,2182.0,,2422.1,2455.5,2343.3,,15718.5,16314.4,15726.4,,2600.6,2602.7,2516.3,,N
05/05/2026,4,,26205.9,26853.5,25763.3,,3729.6,3779.6,3645.4,,2250.4,2250.4,2092.5,,2318.9,2345.8,2232.3,,15342.7,15913.4,15317.3,,2564.3,2564.3,2475.8,,N
05/05/2026,5,,25351.6,25948.6,24830.0,,3633.6,3683.6,3546.4,,2163.5,2163.5,2001.9,,2212.1,2236.1,2118.9,,14817.9,15340.9,14728.1,,2524.5,2524.5,2434.7,,N
05/05/2026,6,,24383.9,24943.7,23763.0,,3514.4,3564.4,3419.2,,2103.4,2103.4,1932.3,,2141.4,2166.0,2043.1,,14126.7,14611.9,13965.3,,2498.0,2498.0,2403.1,,N
