DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STPPF_SYSTEM_WIDE,PVGRPP_SYSTEM_WIDE,GEN_CenterWest,COP_HSL_CenterWest,STPPF_CenterWest,PVGRPP_CenterWest,GEN_NorthWest,COP_HSL_NorthWest,STPPF_NorthWest,PVGRPP_NorthWest,GEN_FarWest,COP_HSL_FarWest,STPPF_FarWest,PVGRPP_FarWest,GEN_FarEast,COP_HSL_FarEast,STPPF_FarEast,PVGRPP_FarEast,GEN_SouthEast,COP_HSL_SouthEast,STPPF_SouthEast,PVGRPP_SouthEast,GEN_CenterEast,COP_HSL_CenterEast,STPPF_CenterEast,PVGRPP_CenterEast,SYSTEM_WIDE_HSL,DSTFlag
01/26/2026,1,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,7.35,N
01/26/2026,2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,9.61,N
01/26/2026,3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,9.8,N
01/26/2026,4,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,27.42,N
01/26/2026,5,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.0,19.3,N
01/26/2026,6,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,8.53,N
01/26/2026,7,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,14.64,N
01/26/2026,8,418.0,490.0,612.2,804.5,16.62,16.1,19.2,30.5,4.42,3.4,4.1,5.3,5.43,5.6,8.6,8.3,227.23,294.3,372.0,514.5,74.49,85.2,110.3,118.8,89.81,85.4,98.0,127.1,182.23,N
01/26/2026,9,7342.28,8210.9,6151.3,6963.2,817.1,700.2,592.3,735.0,398.18,371.4,429.2,489.8,863.89,1109.0,745.8,814.8,2891.05,3391.7,2121.5,2520.9,1149.48,1262.7,1166.9,1192.2,1222.58,1375.9,1095.6,1210.5,5825.26,N
01/26/2026,10,17698.26,18955.1,14479.9,15489.9,2520.01,1789.5,1623.4,2091.9,1554.09,1252.4,1683.0,1763.1,3164.97,3356.0,2470.6,2528.5,5904.25,7098.1,4178.9,4614.7,2101.76,2459.1,2513.5,2469.3,2453.18,3000.0,2010.5,2022.4,17449.47,N
01/26/2026,11,22502.2,20832.0,20237.0,19410.6,3205.93,2026.9,2888.1,2777.6,1898.45,1612.9,2314.7,2237.7,3952.78,3859.0,3678.6,3505.0,7983.57,7522.7,6168.9,5902.3,2314.69,2717.8,2643.3,2576.8,3146.78,3092.7,2543.4,2411.2,22755.96,N
01/26/2026,12,24194.4,21653.0,23535.1,22555.7,3296.18,2611.4,3184.8,3050.2,1903.93,1864.2,2361.8,2273.7,4189.96,3860.9,3975.8,3779.7,9185.38,7510.3,8242.3,7886.5,2475.62,2767.1,2687.2,2605.3,3143.33,3039.1,3083.2,2960.3,24964.2,N
01/26/2026,13,25079.12,23907.8,25328.6,24448.7,3267.25,2736.9,3122.7,3010.3,1866.59,2045.1,2229.6,2154.7,4299.83,3948.0,4194.2,4037.5,9741.45,9346.7,9511.9,9164.6,2491.68,2552.1,2947.6,2875.4,3412.32,3279.0,3322.6,3206.2,26200.42,N
01/26/2026,14,24276.08,24074.6,26901.1,26141.0,3067.87,2791.7,3164.9,3071.8,1895.34,2080.5,2245.6,2201.3,3977.35,3971.1,4356.4,4230.1,9297.17,9351.9,10361.5,10018.5,2516.91,2565.6,3129.6,3066.8,3521.44,3313.8,3643.1,3552.5,26930.07,N
01/26/2026,15,23632.34,24964.2,28098.6,27248.6,2798.26,2896.6,3196.5,3095.1,1793.7,2180.1,2366.0,2319.8,3263.01,4126.9,4659.5,4523.6,9477.76,9579.7,10887.1,10503.5,2644.52,2789.4,3124.6,3056.4,3655.09,3391.5,3864.9,3750.2,27984.91,N
01/26/2026,16,21363.91,25646.7,27521.1,26320.0,2647.62,2970.9,3183.4,3010.0,1650.07,2357.0,2437.6,2379.1,2794.24,4218.1,4566.9,4367.1,8592.32,9587.3,10489.1,9960.0,2296.16,2920.5,2991.6,2894.8,3383.5,3592.9,3852.5,3709.0,27905.75,N
01/26/2026,17,18842.21,20595.5,21716.4,19642.5,2528.56,2568.4,2631.0,2342.2,1515.14,2040.4,2084.6,1925.1,3107.77,3954.9,4015.3,3702.5,6879.7,6885.6,7648.4,6846.1,2195.79,2377.8,2446.6,2282.7,2615.25,2768.4,2890.5,2543.9,24168.92,N
01/26/2026,18,5804.03,5351.0,6450.3,4998.4,879.78,739.0,970.3,685.9,530.14,586.9,648.1,507.3,1742.44,1648.8,1781.8,1418.6,1388.54,1201.4,1609.7,1290.6,658.75,629.1,792.5,649.6,604.38,545.8,647.9,446.4,8602.03,N
01/26/2026,19,48.44,35.9,53.2,41.0,2.84,2.7,3.6,2.7,4.02,2.9,4.0,3.1,39.11,26.9,43.6,33.6,0.22,0.0,0.0,0.0,2.12,3.4,2.0,1.6,0.13,0.0,0.0,0.0,247.01,N
01/26/2026,20,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.77,N
01/26/2026,21,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.73,N
01/26/2026,22,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.72,N
01/26/2026,23,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.72,N
01/26/2026,24,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.73,N
01/27/2026,1,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
01/27/2026,2,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
01/27/2026,3,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
01/27/2026,4,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
01/27/2026,5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
01/27/2026,6,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
01/27/2026,7,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
01/27/2026,8,,604.0,626.2,505.5,,12.4,12.6,11.5,,4.5,4.5,2.3,,2.7,3.4,0.4,,426.7,440.7,352.4,,86.1,93.4,75.4,,71.6,71.6,63.5,,N
