DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STPPF_SYSTEM_WIDE,PVGRPP_SYSTEM_WIDE,GEN_CenterWest,COP_HSL_CenterWest,STPPF_CenterWest,PVGRPP_CenterWest,GEN_NorthWest,COP_HSL_NorthWest,STPPF_NorthWest,PVGRPP_NorthWest,GEN_FarWest,COP_HSL_FarWest,STPPF_FarWest,PVGRPP_FarWest,GEN_FarEast,COP_HSL_FarEast,STPPF_FarEast,PVGRPP_FarEast,GEN_SouthEast,COP_HSL_SouthEast,STPPF_SouthEast,PVGRPP_SouthEast,GEN_CenterEast,COP_HSL_CenterEast,STPPF_CenterEast,PVGRPP_CenterEast,SYSTEM_WIDE_HSL,DSTFlag
04/02/2026,1,0.38,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,N
04/02/2026,2,0.39,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,N
04/02/2026,3,0.39,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,N
04/02/2026,4,0.4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.8,N
04/02/2026,5,0.41,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,N
04/02/2026,6,0.42,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.76,N
04/02/2026,7,0.62,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,N
04/02/2026,8,208.36,352.7,409.5,458.5,45.1,53.3,61.6,74.3,41.06,34.1,37.9,43.8,35.98,22.0,31.9,36.6,67.21,171.7,195.6,209.2,9.97,25.1,34.6,36.9,9.04,46.5,47.9,57.7,65.62,N
04/02/2026,9,6367.76,6214.2,5516.7,5763.3,1526.76,1353.3,1208.3,1296.5,1104.97,921.2,1004.1,1066.8,1928.8,1469.9,1707.8,1789.7,1230.77,1394.5,1016.5,997.3,191.64,494.0,329.9,327.4,384.82,581.3,250.1,285.6,4835.68,N
04/02/2026,10,14975.24,15298.7,14436.7,14183.5,3335.82,3030.2,3140.2,3084.1,2394.98,2229.3,2447.3,2456.6,4596.87,4256.4,4752.0,4740.2,2808.06,2878.8,2519.4,2345.5,471.98,1202.3,484.3,467.3,1367.53,1701.7,1093.5,1089.8,14115.52,N
04/02/2026,11,19199.37,20532.8,18572.6,17996.5,3652.29,3405.9,3590.9,3540.7,2505.3,2301.7,2469.2,2439.3,5054.29,4726.2,5100.4,5014.3,4706.33,5573.5,4440.8,4190.6,999.62,1691.0,1114.8,1040.5,2281.54,2834.5,1856.5,1771.1,18889.87,N
04/02/2026,12,22874.57,23387.0,21814.6,20747.3,3664.35,3497.3,3372.6,3284.0,2503.79,2378.8,2468.0,2407.7,5113.61,4804.6,5014.3,4859.2,6638.56,7513.2,6417.4,5926.9,1569.4,1893.8,1707.0,1599.6,3384.86,3299.3,2835.3,2669.9,22411.78,N
04/02/2026,13,25606.88,25600.5,25520.7,24194.2,3612.8,3473.9,3434.5,3312.2,2500.9,2433.8,2482.8,2424.9,5120.9,4909.1,5022.5,4866.3,8097.62,8984.6,8196.1,7597.5,2004.16,2178.1,2200.3,2065.2,4270.5,3621.0,4184.5,3928.1,25760.53,N
04/02/2026,14,25557.01,26275.4,26851.8,25706.0,3656.63,3379.1,3441.3,3349.2,2501.45,2408.0,2492.0,2448.0,5115.3,4834.3,5065.2,4936.2,8173.06,9623.5,9043.8,8503.5,2042.9,2273.2,2301.4,2171.0,4067.67,3757.3,4508.1,4298.1,26362.57,N
04/02/2026,15,24539.57,26111.6,25104.6,24023.1,3734.95,3347.8,3461.6,3375.2,2483.33,2417.5,2503.0,2467.5,5082.44,4760.5,5062.2,4944.2,7445.51,9382.2,7849.5,7341.2,2187.44,2381.1,2165.8,2036.9,3605.9,3822.5,4062.5,3858.1,25343.4,N
04/02/2026,16,23353.74,25813.4,23304.7,22094.8,3449.29,3332.4,3511.9,3402.7,2198.61,2416.7,2486.1,2439.3,4753.98,4725.9,5061.6,4938.8,7428.14,9022.3,6680.2,6138.9,2249.16,2283.3,2285.7,2143.2,3274.56,4032.8,3279.2,3031.9,24812.76,N
04/02/2026,17,22088.79,23659.9,22813.5,21371.9,3101.15,3328.0,3392.3,3226.3,2177.48,2367.2,2450.0,2379.0,4632.91,4668.5,5003.7,4854.1,7202.17,7741.0,6844.4,6206.6,1829.26,2089.4,2085.7,1943.3,3145.82,3465.8,3037.4,2762.6,24221.76,N
