DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STPPF_SYSTEM_WIDE,PVGRPP_SYSTEM_WIDE,GEN_CenterWest,COP_HSL_CenterWest,STPPF_CenterWest,PVGRPP_CenterWest,GEN_NorthWest,COP_HSL_NorthWest,STPPF_NorthWest,PVGRPP_NorthWest,GEN_FarWest,COP_HSL_FarWest,STPPF_FarWest,PVGRPP_FarWest,GEN_FarEast,COP_HSL_FarEast,STPPF_FarEast,PVGRPP_FarEast,GEN_SouthEast,COP_HSL_SouthEast,STPPF_SouthEast,PVGRPP_SouthEast,GEN_CenterEast,COP_HSL_CenterEast,STPPF_CenterEast,PVGRPP_CenterEast,SYSTEM_WIDE_HSL,DSTFlag
02/05/2026,1,0.32,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.64,N
02/05/2026,2,0.32,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.65,N
02/05/2026,3,0.32,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.64,N
02/05/2026,4,0.34,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.65,N
02/05/2026,5,0.36,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.66,N
02/05/2026,6,0.4,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.73,N
02/05/2026,7,0.41,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.74,N
02/05/2026,8,1371.58,1066.0,1246.3,1371.8,58.25,46.6,55.2,64.4,18.22,15.3,17.8,19.9,28.29,19.7,28.9,31.3,893.26,708.1,808.1,882.0,184.1,135.1,168.6,182.1,189.46,141.2,167.7,192.1,635.26,N
02/05/2026,9,15910.11,13266.3,14628.2,15177.0,1642.64,1297.5,1411.9,1534.4,790.41,671.4,630.6,662.8,1806.26,1410.2,1491.9,1574.7,7558.71,6541.5,7217.0,7371.9,1912.85,1587.0,1863.6,1910.7,2199.24,1758.7,2013.2,2122.5,12782.49,N
02/05/2026,10,26774.94,26991.0,29940.5,29720.7,2892.57,2963.7,3339.4,3331.5,1879.7,1910.9,2098.8,2095.2,4021.94,3960.1,4424.9,4398.9,11602.36,11606.9,12697.9,12584.8,2816.55,2955.0,3365.7,3341.4,3561.82,3594.4,4013.8,3968.9,28174.42,N
02/05/2026,11,27283.53,28626.4,30519.6,29722.1,3062.13,3180.4,3493.0,3394.0,1936.41,2131.1,2302.4,2234.7,3616.72,4404.5,4888.6,4734.7,12035.3,12010.7,12506.7,12214.9,2826.52,3107.5,3288.7,3227.2,3806.45,3792.2,4040.2,3916.6,29992.19,N
02/05/2026,12,25228.53,28429.2,28910.0,28028.7,2737.86,3149.1,3271.4,3162.7,1876.65,2083.2,2154.2,2089.4,3064.86,4487.4,4595.8,4427.6,11170.89,11819.7,11797.0,11477.8,2856.19,3098.0,3213.6,3144.6,3522.08,3791.8,3878.0,3726.6,29432.46,N
