DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STPPF_SYSTEM_WIDE,PVGRPP_SYSTEM_WIDE,GEN_CenterWest,COP_HSL_CenterWest,STPPF_CenterWest,PVGRPP_CenterWest,GEN_NorthWest,COP_HSL_NorthWest,STPPF_NorthWest,PVGRPP_NorthWest,GEN_FarWest,COP_HSL_FarWest,STPPF_FarWest,PVGRPP_FarWest,GEN_FarEast,COP_HSL_FarEast,STPPF_FarEast,PVGRPP_FarEast,GEN_SouthEast,COP_HSL_SouthEast,STPPF_SouthEast,PVGRPP_SouthEast,GEN_CenterEast,COP_HSL_CenterEast,STPPF_CenterEast,PVGRPP_CenterEast,SYSTEM_WIDE_HSL,DSTFlag
01/10/2026,1,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,N
01/10/2026,2,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58,N
01/10/2026,3,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,N
01/10/2026,4,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,N
01/10/2026,5,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,N
01/10/2026,6,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,N
01/10/2026,7,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,N
01/10/2026,8,328.86,323.4,453.9,492.0,10.16,8.6,10.9,11.9,2.82,2.1,1.8,1.8,3.0,2.8,4.3,4.1,243.2,216.0,311.6,336.3,22.77,29.4,51.0,54.5,46.91,64.5,74.3,83.4,125.83,N
01/10/2026,9,7418.47,7354.6,6777.3,6956.8,904.56,880.6,854.1,904.3,465.83,520.9,542.5,556.2,867.94,1037.0,879.2,916.5,3267.38,2978.1,3007.1,3000.2,516.59,605.1,483.4,488.4,1396.17,1332.9,1011.0,1091.2,6021.15,N
01/10/2026,10,14836.6,18054.3,18024.6,17433.1,1813.18,2287.2,2672.7,2612.9,1598.63,1697.1,1775.1,1776.3,2232.75,3426.3,3503.8,3419.9,5465.13,6283.6,5845.6,5584.4,949.06,1301.0,1150.9,1114.2,2777.85,3059.1,3076.5,2925.4,17923.11,N
01/10/2026,11,17098.94,21861.8,21248.6,20209.6,2053.86,2604.2,2936.6,2815.7,1814.53,1997.9,2001.9,1924.6,2549.2,3931.6,4492.0,4284.0,6537.59,8150.4,6710.7,6329.5,1070.78,1728.4,1699.6,1607.6,3072.98,3449.3,3407.8,3248.2,21467.42,N
01/10/2026,12,16573.2,22161.7,21546.4,20426.9,1620.27,2649.8,2721.9,2570.0,1700.79,1904.2,1843.8,1761.3,1826.84,3893.5,4105.2,3912.9,7361.52,8513.2,7836.1,7405.1,1015.74,1810.1,1792.7,1680.6,3048.04,3390.9,3246.7,3097.0,22502.97,N
01/10/2026,13,14186.59,22062.3,22244.5,21259.4,1107.16,2594.7,2656.7,2541.0,1608.29,1812.2,1731.3,1660.9,1499.59,3891.0,3794.7,3643.1,6208.6,8637.3,8624.1,8237.4,962.51,1803.0,2098.0,1984.6,2800.44,3324.1,3339.7,3192.4,22486.02,N
01/10/2026,14,13226.03,21614.3,21658.1,20854.2,994.87,2541.0,2670.5,2583.2,1608.63,1782.2,1768.9,1714.8,1265.11,3835.3,3752.0,3624.1,5705.0,8390.9,8101.6,7788.4,901.35,1788.1,1984.8,1869.4,2751.07,3276.8,3380.3,3274.3,21883.12,N
01/10/2026,15,13394.38,21900.6,21606.4,20725.8,1051.48,2619.6,2820.7,2725.8,1691.24,1862.9,1862.9,1811.5,1046.2,3857.0,3945.8,3812.4,5934.86,8432.5,7607.9,7240.3,825.85,1675.2,1868.6,1757.6,2844.75,3453.4,3500.5,3378.2,22643.2,N
01/10/2026,16,13218.18,21190.0,21439.1,20141.9,1110.96,2706.5,2858.3,2717.9,1763.67,2003.4,1903.4,1815.3,943.32,3849.9,3898.0,3709.9,5907.74,7683.6,7758.4,7214.0,681.1,1454.1,1613.3,1483.1,2811.39,3492.5,3407.7,3201.7,23029.37,N
01/10/2026,17,11141.22,14019.1,14480.9,12445.7,1562.35,2091.1,2183.7,1862.8,1351.07,1458.5,1385.3,1210.6,2091.11,3382.7,3301.1,2968.3,3641.21,3984.2,4386.8,3721.9,670.19,985.0,1087.4,963.9,1825.29,2117.6,2136.6,1718.2,17160.97,N
01/10/2026,18,2511.94,2323.8,2850.9,2125.6,402.68,356.6,481.7,331.4,268.85,242.0,296.9,226.1,1046.48,865.4,1148.8,871.0,398.7,425.0,456.2,358.0,157.77,188.9,194.3,157.8,237.46,245.9,273.0,181.3,4110.61,N
01/10/2026,19,2.39,1.4,2.4,1.8,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.87,1.4,2.4,1.8,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.23,0.0,0.0,0.0,25.64,N
01/10/2026,20,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.93,N
01/10/2026,21,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.94,N
01/10/2026,22,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.99,N
01/10/2026,23,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.98,N
01/10/2026,24,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.91,N
01/11/2026,1,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
01/11/2026,2,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
