DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STPPF_SYSTEM_WIDE,PVGRPP_SYSTEM_WIDE,GEN_CenterWest,COP_HSL_CenterWest,STPPF_CenterWest,PVGRPP_CenterWest,GEN_NorthWest,COP_HSL_NorthWest,STPPF_NorthWest,PVGRPP_NorthWest,GEN_FarWest,COP_HSL_FarWest,STPPF_FarWest,PVGRPP_FarWest,GEN_FarEast,COP_HSL_FarEast,STPPF_FarEast,PVGRPP_FarEast,GEN_SouthEast,COP_HSL_SouthEast,STPPF_SouthEast,PVGRPP_SouthEast,GEN_CenterEast,COP_HSL_CenterEast,STPPF_CenterEast,PVGRPP_CenterEast,SYSTEM_WIDE_HSL,DSTFlag
05/10/2026,1,0.57,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.49,N
05/10/2026,2,0.66,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.55,N
05/10/2026,3,0.75,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.53,N
05/10/2026,4,0.78,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.59,N
05/10/2026,5,0.74,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.52,N
05/10/2026,6,0.76,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.52,N
05/10/2026,7,46.63,83.9,107.5,119.4,1.91,3.9,4.7,4.8,1.49,1.2,1.4,1.4,0.24,0.0,0.0,0.0,31.43,57.1,75.2,82.2,1.98,2.3,3.0,3.1,9.58,19.4,23.2,27.9,11.53,N
05/10/2026,8,3715.46,4162.5,3464.6,3573.3,366.57,578.5,410.9,434.0,215.82,214.7,242.3,246.6,686.61,518.7,686.8,729.6,1431.63,1784.6,1280.2,1279.7,426.3,378.0,361.0,370.3,588.53,688.0,483.4,513.1,2502.52,N
05/10/2026,9,13702.38,15376.8,12466.8,12042.9,1900.26,2160.1,1337.1,1297.3,586.88,626.4,592.2,548.2,2468.82,3120.8,3665.6,3706.2,5111.32,5618.9,3723.1,3517.9,1559.05,1469.3,1561.5,1552.4,2076.05,2381.3,1587.3,1420.9,12892.7,N
05/10/2026,10,20481.82,21634.0,20799.0,19533.8,3142.36,2983.8,2870.4,2636.7,700.79,760.7,703.7,664.1,2571.85,4484.8,4680.7,4620.1,8487.45,7806.0,7481.7,6957.7,2427.58,2185.1,2429.0,2353.5,3151.79,3413.6,2633.5,2301.7,22090.48,N
05/10/2026,11,22770.28,24338.6,24111.7,22529.9,3294.47,3232.7,3286.5,2940.0,563.8,790.0,436.7,392.5,2476.83,4623.7,4754.3,4648.5,10301.51,9207.8,9636.6,8983.9,2645.51,2730.9,2713.8,2636.7,3488.16,3753.5,3283.8,2928.3,25200.69,N
05/10/2026,12,24556.37,26738.0,27002.0,25076.1,3519.74,3455.1,3717.5,3346.7,654.14,778.0,511.1,455.0,2845.37,4795.5,4558.0,4400.9,10570.06,10687.0,11290.4,10483.5,3045.01,3076.3,3150.1,3050.2,3922.05,3946.1,3774.9,3339.8,26846.98,N
05/10/2026,13,23556.9,27368.3,26469.4,24693.6,2997.94,3424.6,3256.0,2907.8,545.99,645.0,521.4,452.4,3113.75,4791.4,4688.9,4507.4,9756.64,11459.3,10541.0,9837.5,3284.17,3135.6,3305.9,3202.7,3858.41,3912.4,4156.2,3785.8,25881.56,N
05/10/2026,14,22952.01,26358.4,24832.3,23199.5,2349.59,3359.2,2853.2,2532.2,775.18,623.4,827.5,716.4,3886.07,4426.1,4404.3,4177.3,9436.54,11336.5,9877.5,9380.9,3063.14,3035.9,3429.7,3300.2,3441.49,3577.3,3440.1,3092.5,24656.81,N
05/10/2026,15,21714.99,25372.3,22646.0,21011.1,1873.47,3103.9,1921.6,1579.9,686.57,591.5,754.1,679.5,3880.61,4157.2,4349.4,4144.6,9335.61,10686.2,9178.7,8678.3,2677.12,3120.2,3127.1,3001.9,3261.61,3713.3,3315.1,2926.9,23120.77,N
05/10/2026,16,19977.72,22784.9,20522.6,18963.2,1127.46,2151.0,1290.7,1021.6,279.92,674.1,452.2,406.2,3128.95,3985.2,4045.2,3849.7,9737.89,9419.1,9062.1,8430.4,2655.56,3163.2,2697.2,2587.6,3047.94,3392.3,2975.2,2667.7,21995.75,N
05/10/2026,17,18180.63,19172.5,19465.7,17639.2,373.58,1059.4,779.2,611.1,722.94,700.8,575.9,524.8,2854.27,3683.1,3605.5,3361.2,8995.54,8100.0,8923.8,8114.0,2628.85,2895.7,2721.7,2567.7,2605.45,2733.5,2859.6,2460.4,20441.02,N
05/10/2026,18,13541.6,15367.1,14646.3,13074.3,137.33,595.0,244.9,189.2,403.91,656.8,598.9,509.2,2852.25,3277.1,2785.5,2494.6,6756.11,6610.7,7227.6,6470.1,2569.16,2395.4,2645.4,2482.8,822.84,1832.1,1144.0,928.4,15084.02,N
05/10/2026,19,7853.9,9981.8,8069.1,6984.3,280.2,392.4,250.4,196.7,469.83,460.4,489.2,402.7,1875.78,2585.5,1950.8,1681.4,3295.05,3787.3,3386.9,2925.6,1734.01,1744.1,1726.3,1571.7,199.03,1012.1,265.5,206.2,9322.91,N
05/10/2026,20,2517.43,2793.4,2882.4,2315.8,173.17,147.5,180.7,143.4,478.93,308.0,318.9,234.5,852.97,981.8,1241.4,1015.7,559.62,763.9,634.6,506.6,424.09,435.9,465.1,385.0,28.65,156.3,41.7,30.6,3938.52,N
05/10/2026,21,125.12,88.9,180.3,143.8,27.53,10.3,25.4,20.9,37.76,20.6,49.2,39.9,57.17,51.1,103.3,81.1,0.95,1.1,0.1,0.0,1.69,3.8,2.3,1.9,0.02,2.0,0.0,0.0,339.25,N
05/10/2026,22,0.22,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,N
05/10/2026,23,0.11,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,1.04,N
05/10/2026,24,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.54,N
05/11/2026,1,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
05/11/2026,2,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
05/11/2026,3,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
05/11/2026,4,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
05/11/2026,5,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
05/11/2026,6,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,N
05/11/2026,7,,71.7,80.0,55.9,,3.0,3.3,1.4,,2.8,2.8,1.5,,0.0,0.0,0.0,,47.5,53.5,38.7,,2.0,2.3,0.9,,16.4,18.1,13.4,,N
05/11/2026,8,,2891.4,3084.2,2198.3,,426.4,445.2,325.0,,402.3,402.3,304.5,,137.8,167.5,127.3,,1089.0,1182.1,841.8,,336.9,347.2,227.7,,499.0,539.9,372.0,,N
05/11/2026,9,,11322.7,11497.4,8059.1,,1802.2,1852.0,1316.6,,1758.1,1758.1,1459.6,,692.2,764.6,587.3,,3985.7,4000.1,2678.5,,1273.8,1311.9,829.5,,1810.7,1810.7,1187.6,,N
05/11/2026,10,,17503.2,17720.0,12584.6,,2637.5,2744.5,1986.5,,2383.4,2383.4,2106.9,,1364.3,1457.5,1097.0,,6462.6,6479.2,4287.1,,1882.3,1882.3,1238.3,,2773.1,2773.1,1868.8,,N
05/11/2026,11,,21796.5,22177.0,16037.1,,3326.2,3503.0,2693.7,,2432.2,2432.2,2247.4,,2388.5,2556.3,1815.1,,8200.2,8236.1,5577.0,,2084.5,2084.5,1410.0,,3364.9,3364.9,2293.9,,N
05/11/2026,12,,24467.3,24978.5,17746.1,,3755.8,3983.2,3130.3,,2435.9,2435.9,2233.9,,3458.2,3663.1,2465.1,,8999.9,9078.8,5970.8,,2218.2,2218.2,1477.5,,3599.3,3599.3,2468.5,,N
05/11/2026,13,,26719.3,27276.1,19850.7,,3876.7,4097.7,3359.4,,2449.0,2449.0,2242.0,,4217.3,4438.7,3154.4,,9933.8,10048.2,6691.2,,2380.8,2380.8,1641.4,,3861.7,3861.7,2762.3,,N
05/11/2026,14,,26986.9,27552.2,21140.2,,3858.2,4092.7,3485.7,,2427.7,2427.7,2240.3,,4654.2,4914.3,4193.2,,10019.0,10089.7,6844.0,,2375.6,2375.6,1634.2,,3652.2,3652.2,2742.8,,N
05/11/2026,15,,26928.5,27464.9,21645.4,,3869.1,4102.4,3574.7,,2406.0,2406.0,2225.3,,4632.6,4858.8,4243.7,,10035.7,10112.6,7134.2,,2415.3,2415.3,1752.2,,3569.8,3569.8,2715.3,,N
